"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000205002",1.74692658029976,3.40138765311333,1.69958814104889,2.00130112170245,0.0453599489454497,NA
"ENSG00000234880",3.79348444727032,3.39604625934179,1.24819531750346,2.7207651011977,0.00651310247635324,NA
"ENSG00000233117",77.6315991325697,3.38934440813084,0.312917932650934,10.8314163378796,2.44346249133547e-27,2.9770618678217e-25
"ENSG00000189221",2341.78067569054,3.35365461834073,0.142180878091051,23.5872408678831,5.21069832924797e-123,1.87918624545999e-119
"ENSG00000250934",4.86372304781545,3.33478925277684,1.07161821257114,3.11191916454618,0.00185875388169869,0.0113156819698821
"ENSG00000269289",8.28398322495474,3.30021084883061,0.924151653941729,3.57107065139625,0.000355524969308218,0.00271961021559197
"ENSG00000165995",495.095686525811,3.29109872411834,0.133052752743545,24.7352922525537,4.46377994642521e-135,4.02454399969697e-131
"ENSG00000086717",1.4392591393376,3.27439217501428,1.78026017697653,1.83927732438259,0.0658744065084687,NA
"ENSG00000259134",8.79006815571661,3.23833344567323,2.34344139870276,1.38187088760395,0.16701134826022,0.380885666960238
"ENSG00000181126",1.11557060065995,3.2327574314996,2.38365891886104,1.35621644771404,0.175030310292679,NA
